name,CATEGORY,INF,link,ID
Java-разработчик,96,обязанность обучение выполнение домашний задание защита курсовой работа диплом достижение защищать диплом курсовой также выполнять домашние задание москва 34 год 9 месяц высокий полный занятость удаленный работа обязанность компьютеризация настройка сеть создание поддержка сайт агентство недвижимость сопровождение база данный объект недвижимость достижение создание сайт конкретный логика стиль работа агентство недвижимость программирование java разработка веб приложение работа база данный mysql написание запрос sql работа фреймворок spring работа docker контейнер многопоточность php java разработчик защищать диплом нетология иметь опыт разработка веб приложение работать база данный mysql уметь писать sql запрос иметь опыт работа фреймворок spring boot использовать docker docker compose иметь опыт создание сайт использовать php javascript sql html css применять объектно ориентированный php концепция mvc писать программа последующий отладка реальный оборудование assembler иметь практика c проша л курс oracle pl sql мо портфолио,https://gorodrabot.ru/resume/5334430,5334430
